battery_id,cycle_number,time_min,voltage_v,current_a,capacity_ah,state_of_health,temp_c
B0007,168,12.716,4.1389,-2.0,0.28258,0.8742,23.48
B0007,168,13.511,4.1485,-2.0,0.30024,0.8742,23.37
B0007,168,14.306,4.1562,-2.0,0.31791,0.8742,25.23
B0007,168,15.101,4.1483,-2.0,0.33557,0.8742,22.21
B0007,168,15.895,4.1471,-2.0,0.35323,0.8742,23.4
B0007,168,16.69,4.1466,-2.0,0.37089,0.8742,23.3
B0007,168,17.485,4.1466,-2.0,0.38855,0.8742,23.61
B0007,168,18.28,4.1467,-2.0,0.40621,0.8742,24.21
B0007,168,19.074,4.1517,-2.0,0.42387,0.8742,23.09
B0007,168,19.869,4.1562,-2.0,0.44154,0.8742,23.02
B0007,168,20.664,4.1417,-2.0,0.4592,0.8742,24.38
B0007,168,21.459,4.1456,-2.0,0.47686,0.8742,24.32
B0007,168,22.253,4.1376,-2.0,0.49452,0.8742,25.39
B0007,168,23.048,4.1529,-2.0,0.51218,0.8742,22.5
B0007,168,23.843,4.142,-2.0,0.52984,0.8742,25.67
B0007,168,24.638,4.1456,-2.0,0.5475,0.8742,23.17
B0007,168,25.432,4.1378,-2.0,0.56517,0.8742,23.65
B0007,168,26.227,4.1478,-2.0,0.58283,0.8742,24.72
B0007,168,27.022,4.1416,-2.0,0.60049,0.8742,22.48
B0007,168,27.817,4.1505,-2.0,0.61815,0.8742,25.01
B0007,168,28.612,4.14,-2.0,0.63581,0.8742,25.08
B0007,168,29.406,4.1474,-2.0,0.65347,0.8742,25.09
B0007,168,30.201,4.1462,-2.0,0.67113,0.8742,21.48
B0007,168,30.996,4.1449,-2.0,0.6888,0.8742,25.06
B0007,168,31.791,4.1401,-2.0,0.70646,0.8742,23.61
B0007,168,32.585,4.1423,-2.0,0.72412,0.8742,21.1
B0007,168,33.38,4.1498,-2.0,0.74178,0.8742,23.1
B0007,168,34.175,4.1418,-2.0,0.75944,0.8742,23.91
B0007,168,34.97,4.1428,-2.0,0.7771,0.8742,24.41
B0007,168,35.764,4.132,-2.0,0.79476,0.8742,23.11
B0007,168,36.559,4.1328,-2.0,0.81243,0.8742,22.13
B0007,168,37.354,4.1268,-2.0,0.83009,0.8742,22.9
B0007,168,38.149,4.1232,-2.0,0.84775,0.8742,24.16
B0007,168,38.943,4.1119,-2.0,0.86541,0.8742,24.08
B0007,168,39.738,4.0896,-2.0,0.88307,0.8742,23.14
B0007,168,40.533,4.089,-2.0,0.90073,0.8742,24.17
B0007,168,41.328,4.0759,-2.0,0.91839,0.8742,24.4
B0007,168,42.122,4.046,-2.0,0.93606,0.8742,23.2
B0007,168,42.917,4.0279,-2.0,0.95372,0.8742,21.69
B0007,168,43.712,4.0073,-2.0,0.97138,0.8742,24.44
B0007,168,44.507,3.9708,-2.0,0.98904,0.8742,22.42
B0007,168,45.302,3.9301,-2.0,1.0067,0.8742,26.23
B0007,168,46.096,3.8693,-2.0,1.02436,0.8742,24.77
B0007,168,46.891,3.8202,-2.0,1.04202,0.8742,22.46
B0007,168,47.686,3.7589,-2.0,1.05969,0.8742,24.83
B0007,168,48.481,3.682,-2.0,1.07735,0.8742,25.17
B0007,168,49.275,3.598,-2.0,1.09501,0.8742,22.51
B0007,168,50.07,3.5224,-2.0,1.11267,0.8742,24.03
B0007,168,50.865,3.4293,-2.0,1.13033,0.8742,24.81
B0007,168,51.66,3.3447,-2.0,1.14799,0.8742,24.86
B0007,168,52.454,3.2507,-2.0,1.16565,0.8742,24.6
B0007,168,53.249,3.1608,-2.0,1.18332,0.8742,26.05
B0007,168,54.044,3.0754,-2.0,1.20098,0.8742,26.11
B0007,168,54.839,3.0021,-2.0,1.21864,0.8742,22.62
B0007,168,55.633,2.9386,-2.0,1.2363,0.8742,24.13
B0007,168,56.428,2.8737,-2.0,1.25396,0.8742,25.22
B0007,168,57.223,2.8168,-2.0,1.27162,0.8742,23.41
B0007,168,58.018,2.7733,-2.0,1.28928,0.8742,24.0
B0007,168,58.813,2.7323,-2.0,1.30695,0.8742,21.85
B0007,168,59.607,2.6979,-2.0,1.32461,0.8742,23.36
B0007,168,60.402,2.6765,-2.0,1.34227,0.8742,24.62
B0007,168,61.197,2.6467,-2.0,1.35993,0.8742,24.49
B0007,168,61.992,2.622,-2.0,1.37759,0.8742,25.62
B0007,168,62.786,2.6218,-2.0,1.39525,0.8742,24.39
B0007,168,63.581,2.6076,-2.0,1.41291,0.8742,23.43
B0007,168,64.376,2.5858,-2.0,1.43058,0.8742,24.04
B0007,168,65.171,2.584,-2.0,1.44824,0.8742,23.61
B0007,168,65.965,2.5781,-2.0,1.4659,0.8742,24.31
B0007,168,66.76,2.5653,-2.0,1.48356,0.8742,24.52
B0007,168,67.555,2.5705,-2.0,1.50122,0.8742,24.17
B0007,168,68.35,2.5687,-2.0,1.51888,0.8742,22.78
B0007,168,69.144,2.5627,-2.0,1.53654,0.8742,22.83
B0007,168,69.939,2.5527,-2.0,1.5542,0.8742,23.37
B0007,168,70.734,2.5518,-2.0,1.57187,0.8742,23.45
B0007,168,71.529,2.5542,-2.0,1.58953,0.8742,24.84
B0007,168,72.324,2.5526,-2.0,1.60719,0.8742,22.41
B0007,168,73.118,2.559,-2.0,1.62485,0.8742,23.16
B0007,168,73.913,2.5523,-2.0,1.64251,0.8742,24.45
B0007,168,74.708,2.5531,-2.0,1.66017,0.8742,25.09
B0007,168,75.503,2.5541,-2.0,1.67783,0.8742,23.14
B0007,168,76.297,2.5622,-2.0,1.6955,0.8742,24.19
B0007,168,77.092,2.5503,-2.0,1.71316,0.8742,24.96
B0007,168,77.887,2.5521,-2.0,1.73082,0.8742,24.4
B0007,168,78.682,2.5631,-2.0,1.74848,0.8742,23.72
