battery_id,cycle_number,time_min,voltage_v,current_a,capacity_ah,state_of_health,temp_c
B0018,132,10.221,4.1478,-2.0,0.22713,0.8648,40.01
B0018,132,11.007,4.1547,-2.0,0.2446,0.8648,39.45
B0018,132,11.793,4.1406,-2.0,0.26208,0.8648,42.04
B0018,132,12.58,4.145,-2.0,0.27955,0.8648,38.94
B0018,132,13.366,4.1555,-2.0,0.29702,0.8648,39.62
B0018,132,14.152,4.1496,-2.0,0.31449,0.8648,40.48
B0018,132,14.938,4.1554,-2.0,0.33196,0.8648,39.67
B0018,132,15.725,4.1575,-2.0,0.34943,0.8648,37.86
B0018,132,16.511,4.1537,-2.0,0.36691,0.8648,39.16
B0018,132,17.297,4.1567,-2.0,0.38438,0.8648,40.14
B0018,132,18.083,4.1465,-2.0,0.40185,0.8648,40.66
B0018,132,18.869,4.1543,-2.0,0.41932,0.8648,40.64
B0018,132,19.656,4.1446,-2.0,0.43679,0.8648,39.52
B0018,132,20.442,4.1497,-2.0,0.45426,0.8648,39.96
B0018,132,21.228,4.1534,-2.0,0.47174,0.8648,37.99
B0018,132,22.014,4.1512,-2.0,0.48921,0.8648,39.71
B0018,132,22.801,4.1452,-2.0,0.50668,0.8648,39.26
B0018,132,23.587,4.1482,-2.0,0.52415,0.8648,36.4
B0018,132,24.373,4.1455,-2.0,0.54162,0.8648,39.12
B0018,132,25.159,4.1515,-2.0,0.55909,0.8648,39.19
B0018,132,25.945,4.1474,-2.0,0.57657,0.8648,41.54
B0018,132,26.732,4.1531,-2.0,0.59404,0.8648,40.9
B0018,132,27.518,4.1452,-2.0,0.61151,0.8648,40.54
B0018,132,28.304,4.1459,-2.0,0.62898,0.8648,39.8
B0018,132,29.09,4.1484,-2.0,0.64645,0.8648,39.4
B0018,132,29.877,4.1529,-2.0,0.66392,0.8648,39.84
B0018,132,30.663,4.1474,-2.0,0.6814,0.8648,41.46
B0018,132,31.449,4.1481,-2.0,0.69887,0.8648,38.59
B0018,132,32.235,4.1434,-2.0,0.71634,0.8648,40.85
B0018,132,33.022,4.1434,-2.0,0.73381,0.8648,38.89
B0018,132,33.808,4.1329,-2.0,0.75128,0.8648,40.99
B0018,132,34.594,4.129,-2.0,0.76875,0.8648,39.7
B0018,132,35.38,4.1364,-2.0,0.78623,0.8648,39.95
B0018,132,36.166,4.1196,-2.0,0.8037,0.8648,39.12
B0018,132,36.953,4.1183,-2.0,0.82117,0.8648,38.67
B0018,132,37.739,4.1073,-2.0,0.83864,0.8648,40.33
B0018,132,38.525,4.1049,-2.0,0.85611,0.8648,40.67
B0018,132,39.311,4.0825,-2.0,0.87359,0.8648,41.18
B0018,132,40.098,4.0693,-2.0,0.89106,0.8648,38.76
B0018,132,40.884,4.0513,-2.0,0.90853,0.8648,41.44
B0018,132,41.67,4.0303,-2.0,0.926,0.8648,40.01
B0018,132,42.456,4.0103,-2.0,0.94347,0.8648,38.57
B0018,132,43.242,3.9628,-2.0,0.96094,0.8648,38.38
B0018,132,44.029,3.932,-2.0,0.97842,0.8648,40.17
B0018,132,44.815,3.8919,-2.0,0.99589,0.8648,40.24
B0018,132,45.601,3.8289,-2.0,1.01336,0.8648,40.0
B0018,132,46.387,3.7705,-2.0,1.03083,0.8648,38.33
B0018,132,47.174,3.7149,-2.0,1.0483,0.8648,40.52
B0018,132,47.96,3.6269,-2.0,1.06577,0.8648,40.62
B0018,132,48.746,3.5477,-2.0,1.08325,0.8648,39.86
B0018,132,49.532,3.4549,-2.0,1.10072,0.8648,40.6
B0018,132,50.319,3.3712,-2.0,1.11819,0.8648,39.19
B0018,132,51.105,3.2871,-2.0,1.13566,0.8648,40.29
B0018,132,51.891,3.1961,-2.0,1.15313,0.8648,41.39
B0018,132,52.677,3.1088,-2.0,1.1706,0.8648,40.32
B0018,132,53.463,3.0344,-2.0,1.18808,0.8648,39.28
B0018,132,54.25,2.9589,-2.0,1.20555,0.8648,40.13
B0018,132,55.036,2.8896,-2.0,1.22302,0.8648,42.32
B0018,132,55.822,2.8308,-2.0,1.24049,0.8648,38.7
B0018,132,56.608,2.7953,-2.0,1.25796,0.8648,40.71
B0018,132,57.395,2.7416,-2.0,1.27543,0.8648,40.61
B0018,132,58.181,2.7187,-2.0,1.29291,0.8648,39.97
B0018,132,58.967,2.6946,-2.0,1.31038,0.8648,38.28
B0018,132,59.753,2.6605,-2.0,1.32785,0.8648,41.17
B0018,132,60.539,2.6412,-2.0,1.34532,0.8648,39.8
B0018,132,61.326,2.6187,-2.0,1.36279,0.8648,40.44
B0018,132,62.112,2.6107,-2.0,1.38026,0.8648,40.6
B0018,132,62.898,2.6008,-2.0,1.39774,0.8648,38.98
B0018,132,63.684,2.5855,-2.0,1.41521,0.8648,39.06
B0018,132,64.471,2.5775,-2.0,1.43268,0.8648,41.02
B0018,132,65.257,2.5742,-2.0,1.45015,0.8648,42.61
B0018,132,66.043,2.5699,-2.0,1.46762,0.8648,40.06
B0018,132,66.829,2.5657,-2.0,1.48509,0.8648,39.36
B0018,132,67.615,2.5619,-2.0,1.50257,0.8648,41.13
B0018,132,68.402,2.5603,-2.0,1.52004,0.8648,39.21
B0018,132,69.188,2.5532,-2.0,1.53751,0.8648,39.55
B0018,132,69.974,2.5566,-2.0,1.55498,0.8648,41.19
B0018,132,70.76,2.5483,-2.0,1.57245,0.8648,39.68
B0018,132,71.547,2.5547,-2.0,1.58992,0.8648,38.17
B0018,132,72.333,2.549,-2.0,1.6074,0.8648,39.32
B0018,132,73.119,2.5486,-2.0,1.62487,0.8648,40.19
B0018,132,73.905,2.5512,-2.0,1.64234,0.8648,39.44
B0018,132,74.692,2.5538,-2.0,1.65981,0.8648,41.72
B0018,132,75.478,2.5595,-2.0,1.67728,0.8648,38.08
B0018,132,76.264,2.5539,-2.0,1.69476,0.8648,39.82
B0018,132,77.05,2.5516,-2.0,1.71223,0.8648,39.6
B0018,132,77.836,2.5513,-2.0,1.7297,0.8648,40.15
