battery_id,cycle_number,capacity_ah,rated_capacity_ah,state_of_health,temperature_c,internal_resistance_mohm,charge_time_min,discharge_time_min,voltage_drop_v,energy_wh,remaining_useful_life,is_end_of_life,alpha,temp_profile
B0006,59,1.89362,2.0,0.94681,24.36,176.95,119.63,83.15,0.3404,7.0064,337,False,0.0009,Room Temp
B0006,60,1.88269,2.0,0.94134,26.78,186.19,122.84,83.65,0.3553,6.9659,336,False,0.0009,Room Temp
B0006,61,1.88423,2.0,0.94211,27.09,189.53,116.62,85.11,0.3841,6.9716,335,False,0.0009,Room Temp
B0006,62,1.9004,2.0,0.9502,27.62,189.75,114.53,84.69,0.3821,7.0315,334,False,0.0009,Room Temp
B0006,63,1.88204,2.0,0.94102,21.61,186.65,118.08,84.76,0.3657,6.9636,333,False,0.0009,Room Temp
B0006,64,1.88621,2.0,0.94311,21.69,190.08,121.4,81.19,0.3709,6.979,332,False,0.0009,Room Temp
B0006,65,1.87438,2.0,0.93719,22.37,186.63,113.77,82.5,0.3632,6.9352,331,False,0.0009,Room Temp
B0006,66,1.88632,2.0,0.94316,24.17,186.2,118.83,83.79,0.3697,6.9794,330,False,0.0009,Room Temp
B0006,67,1.89635,2.0,0.94818,27.35,187.72,120.93,86.96,0.364,7.0165,329,False,0.0009,Room Temp
B0006,68,1.88782,2.0,0.94391,27.84,189.8,115.56,86.99,0.3823,6.9849,328,False,0.0009,Room Temp
B0006,69,1.88399,2.0,0.94199,24.85,194.38,114.28,86.87,0.4004,6.9708,327,False,0.0009,Room Temp
B0006,70,1.87605,2.0,0.93803,23.89,184.21,119.68,85.57,0.3678,6.9414,326,False,0.0009,Room Temp
B0006,71,1.88519,2.0,0.9426,23.16,194.42,115.22,84.79,0.3871,6.9752,325,False,0.0009,Room Temp
B0006,72,1.87631,2.0,0.93816,23.08,191.43,120.62,83.56,0.3668,6.9424,324,False,0.0009,Room Temp
B0006,73,1.88682,2.0,0.94341,27.45,191.48,120.37,83.9,0.3856,6.9812,323,False,0.0009,Room Temp
B0006,74,1.87349,2.0,0.93675,23.41,189.78,116.03,82.47,0.3712,6.9319,322,False,0.0009,Room Temp
B0006,75,1.86892,2.0,0.93446,22.21,196.26,122.5,82.94,0.3949,6.915,321,False,0.0009,Room Temp
B0006,76,1.87177,2.0,0.93589,25.18,197.4,120.3,85.19,0.3824,6.9256,320,False,0.0009,Room Temp
B0006,77,1.87305,2.0,0.93652,26.22,195.05,118.21,85.65,0.388,6.9303,319,False,0.0009,Room Temp
B0006,78,1.873,2.0,0.9365,29.91,199.96,113.95,84.89,0.4071,6.9301,318,False,0.0009,Room Temp
B0006,79,1.86089,2.0,0.93045,27.63,195.07,119.99,82.53,0.4073,6.8853,317,False,0.0009,Room Temp
B0006,80,1.877,2.0,0.9385,22.08,192.95,120.73,83.69,0.3855,6.9449,316,False,0.0009,Room Temp
B0006,81,1.85959,2.0,0.9298,19.2,192.77,115.82,82.7,0.4,6.8805,315,False,0.0009,Room Temp
B0006,82,1.84766,2.0,0.92383,26.03,200.24,116.88,84.73,0.4039,6.8364,314,False,0.0009,Room Temp
B0006,83,1.86061,2.0,0.9303,26.42,201.05,116.07,81.56,0.3938,6.8843,313,False,0.0009,Room Temp
B0006,84,1.87797,2.0,0.93898,27.11,197.38,114.2,85.47,0.4002,6.9485,312,False,0.0009,Room Temp
B0006,85,1.8571,2.0,0.92855,23.36,199.61,118.84,83.74,0.377,6.8713,311,False,0.0009,Room Temp
B0006,86,1.8492,2.0,0.9246,21.87,199.92,126.69,83.95,0.3967,6.842,310,False,0.0009,Room Temp
B0006,87,1.85675,2.0,0.92837,25.21,205.75,119.67,87.67,0.4002,6.87,309,False,0.0009,Room Temp
B0006,88,1.8515,2.0,0.92575,21.68,202.8,115.02,82.48,0.4026,6.8505,308,False,0.0009,Room Temp
B0006,89,1.85385,2.0,0.92693,26.3,199.93,117.97,82.0,0.3873,6.8593,307,False,0.0009,Room Temp
B0006,90,1.84265,2.0,0.92133,23.23,215.21,118.94,80.16,0.4248,6.8178,306,False,0.0009,Room Temp
B0006,91,1.8509,2.0,0.92545,29.22,202.94,112.12,87.03,0.4098,6.8483,305,False,0.0009,Room Temp
B0006,92,1.83412,2.0,0.91706,25.34,193.63,117.52,83.19,0.3965,6.7863,304,False,0.0009,Room Temp
B0006,93,1.8313,2.0,0.91565,24.21,201.43,118.24,80.62,0.3988,6.7758,303,False,0.0009,Room Temp
B0006,94,1.82979,2.0,0.9149,25.63,212.65,116.74,82.42,0.4108,6.7702,302,False,0.0009,Room Temp
B0006,95,1.83371,2.0,0.91685,23.87,219.95,114.17,85.45,0.4499,6.7847,301,False,0.0009,Room Temp
B0006,96,1.8367,2.0,0.91835,28.4,214.74,118.72,82.55,0.4417,6.7958,300,False,0.0009,Room Temp
B0006,97,1.84158,2.0,0.92079,22.44,199.73,117.01,81.27,0.3988,6.8138,299,False,0.0009,Room Temp
B0006,98,1.84105,2.0,0.92053,22.86,207.21,117.79,84.54,0.392,6.8119,298,False,0.0009,Room Temp
B0006,99,1.82465,2.0,0.91233,24.53,216.03,115.89,78.36,0.4383,6.7512,297,False,0.0009,Room Temp
B0006,100,1.82278,2.0,0.91139,21.03,203.31,116.79,80.82,0.3846,6.7443,296,False,0.0009,Room Temp
B0006,101,1.83339,2.0,0.9167,27.19,217.68,114.09,82.1,0.4353,6.7836,295,False,0.0009,Room Temp
B0006,102,1.82937,2.0,0.91468,25.67,209.53,117.69,83.24,0.4336,6.7687,294,False,0.0009,Room Temp
B0006,103,1.82857,2.0,0.91428,25.97,214.59,121.66,83.11,0.4206,6.7657,293,False,0.0009,Room Temp
B0006,104,1.83252,2.0,0.91626,25.74,212.28,116.05,83.06,0.4292,6.7803,292,False,0.0009,Room Temp
B0006,105,1.82123,2.0,0.91062,24.78,222.43,120.53,82.34,0.4543,6.7386,291,False,0.0009,Room Temp
B0006,106,1.80976,2.0,0.90488,24.99,223.84,116.49,79.74,0.4412,6.6961,290,False,0.0009,Room Temp
B0006,107,1.80767,2.0,0.90383,22.04,209.99,112.9,81.38,0.429,6.6884,289,False,0.0009,Room Temp
B0006,108,1.80749,2.0,0.90374,27.8,221.91,120.2,80.02,0.4524,6.6877,288,False,0.0009,Room Temp
B0006,109,1.80438,2.0,0.90219,26.23,218.93,118.73,78.85,0.4289,6.6762,287,False,0.0009,Room Temp
B0006,110,1.81626,2.0,0.90813,21.63,215.47,113.14,83.43,0.4186,6.7202,286,False,0.0009,Room Temp
B0006,111,1.81427,2.0,0.90714,25.56,214.99,118.96,82.16,0.4246,6.7128,285,False,0.0009,Room Temp
B0006,112,1.80016,2.0,0.90008,19.09,213.06,112.31,81.2,0.4235,6.6606,284,False,0.0009,Room Temp
B0006,113,1.81203,2.0,0.90602,23.24,215.25,119.38,82.21,0.4337,6.7045,283,False,0.0009,Room Temp
B0006,114,1.80873,2.0,0.90436,20.16,217.58,118.97,79.36,0.4327,6.6923,282,False,0.0009,Room Temp
B0006,115,1.80304,2.0,0.90152,23.66,220.27,121.34,83.3,0.4274,6.6712,281,False,0.0009,Room Temp
B0006,116,1.80671,2.0,0.90335,27.32,225.52,120.37,85.33,0.4613,6.6848,280,False,0.0009,Room Temp
B0006,117,1.8021,2.0,0.90105,26.61,224.06,117.1,80.39,0.4638,6.6678,279,False,0.0009,Room Temp
B0006,118,1.79194,2.0,0.89597,27.83,227.9,112.68,81.37,0.4348,6.6302,278,False,0.0009,Room Temp
B0006,119,1.80188,2.0,0.90094,26.21,221.09,117.4,84.99,0.4371,6.6669,277,False,0.0009,Room Temp
B0006,120,1.78678,2.0,0.89339,27.7,236.26,116.81,82.43,0.4859,6.6111,276,False,0.0009,Room Temp
B0006,121,1.7877,2.0,0.89385,22.79,227.3,121.87,81.57,0.4458,6.6145,275,False,0.0009,Room Temp
B0006,122,1.80792,2.0,0.90396,22.67,219.93,118.15,84.46,0.4484,6.6893,274,False,0.0009,Room Temp
B0006,123,1.79373,2.0,0.89687,25.16,225.41,118.58,75.66,0.4478,6.6368,273,False,0.0009,Room Temp
B0006,124,1.79073,2.0,0.89537,21.12,222.88,116.25,84.09,0.4615,6.6257,272,False,0.0009,Room Temp
B0006,125,1.78347,2.0,0.89173,23.62,224.18,115.4,80.65,0.4408,6.5988,271,False,0.0009,Room Temp
B0006,126,1.77654,2.0,0.88827,25.56,230.62,114.24,81.74,0.4549,6.5732,270,False,0.0009,Room Temp
B0006,127,1.78601,2.0,0.893,26.05,228.49,118.15,79.34,0.455,6.6082,269,False,0.0009,Room Temp
B0006,128,1.78073,2.0,0.89036,22.13,223.68,112.07,79.15,0.4445,6.5887,268,False,0.0009,Room Temp
B0006,129,1.77872,2.0,0.88936,23.4,226.37,118.12,81.79,0.4462,6.5813,267,False,0.0009,Room Temp
B0006,130,1.76954,2.0,0.88477,21.39,222.44,115.49,78.09,0.4319,6.5473,266,False,0.0009,Room Temp
B0006,131,1.77392,2.0,0.88696,24.45,232.12,114.94,79.0,0.455,6.5635,265,False,0.0009,Room Temp
B0006,132,1.77572,2.0,0.88786,21.88,229.52,111.28,79.19,0.4621,6.5702,264,False,0.0009,Room Temp
B0006,133,1.77584,2.0,0.88792,30.73,239.63,113.63,79.72,0.4615,6.5706,263,False,0.0009,Room Temp
B0006,134,1.77213,2.0,0.88607,21.92,232.48,114.93,79.51,0.4586,6.5569,262,False,0.0009,Room Temp
B0006,135,1.78509,2.0,0.89255,23.2,239.2,119.22,81.29,0.4821,6.6048,261,False,0.0009,Room Temp
B0006,136,1.77274,2.0,0.88637,19.18,224.42,119.13,79.68,0.4348,6.5591,260,False,0.0009,Room Temp
B0006,137,1.76758,2.0,0.88379,28.26,243.55,116.33,81.44,0.4834,6.54,259,False,0.0009,Room Temp
B0006,138,1.75278,2.0,0.87639,21.69,237.84,115.47,78.39,0.4727,6.4853,258,False,0.0009,Room Temp
B0006,139,1.78005,2.0,0.89003,28.06,249.37,116.22,80.69,0.4836,6.5862,257,False,0.0009,Room Temp
B0006,140,1.77505,2.0,0.88752,21.08,231.58,113.33,78.7,0.4548,6.5677,256,False,0.0009,Room Temp
B0006,141,1.75678,2.0,0.87839,22.65,230.24,118.85,76.85,0.4627,6.5001,255,False,0.0009,Room Temp
B0006,142,1.7698,2.0,0.8849,22.72,230.07,115.86,82.0,0.4621,6.5483,254,False,0.0009,Room Temp
B0006,143,1.75423,2.0,0.87711,25.21,231.74,118.36,79.76,0.4604,6.4906,253,False,0.0009,Room Temp
B0006,144,1.75018,2.0,0.87509,21.78,236.41,119.94,77.48,0.4774,6.4757,252,False,0.0009,Room Temp
B0006,145,1.73862,2.0,0.86931,22.54,235.09,113.35,76.36,0.4635,6.4329,251,False,0.0009,Room Temp
B0006,146,1.75607,2.0,0.87804,23.53,225.85,109.98,77.81,0.4563,6.4975,250,False,0.0009,Room Temp
B0006,147,1.73018,2.0,0.86509,22.75,234.07,120.12,77.09,0.472,6.4017,249,False,0.0009,Room Temp
B0006,148,1.75171,2.0,0.87586,18.67,236.25,116.92,79.84,0.5118,6.4813,248,False,0.0009,Room Temp
B0006,149,1.73233,2.0,0.86617,28.31,243.14,116.85,77.86,0.482,6.4096,247,False,0.0009,Room Temp
B0006,150,1.74287,2.0,0.87144,24.82,233.4,118.39,77.6,0.4555,6.4486,246,False,0.0009,Room Temp
B0006,151,1.74226,2.0,0.87113,27.14,241.69,117.21,76.94,0.491,6.4464,245,False,0.0009,Room Temp
B0006,152,1.74977,2.0,0.87489,28.62,245.87,118.25,78.94,0.5047,6.4742,244,False,0.0009,Room Temp
B0006,153,1.73697,2.0,0.86848,25.86,243.06,115.86,78.35,0.4886,6.4268,243,False,0.0009,Room Temp
B0006,154,1.74022,2.0,0.87011,24.54,250.93,119.06,80.05,0.4973,6.4388,242,False,0.0009,Room Temp
B0006,155,1.73247,2.0,0.86624,26.39,250.25,120.41,76.75,0.4982,6.4101,241,False,0.0009,Room Temp
B0006,156,1.72491,2.0,0.86245,23.02,247.41,114.47,78.9,0.4929,6.3821,240,False,0.0009,Room Temp
B0006,157,1.73905,2.0,0.86953,21.13,241.18,107.11,77.88,0.4661,6.4345,239,False,0.0009,Room Temp
B0006,158,1.74454,2.0,0.87227,25.94,249.47,120.73,76.61,0.5164,6.4548,238,False,0.0009,Room Temp
B0006,159,1.74079,2.0,0.8704,23.41,250.37,112.79,76.69,0.4947,6.4409,237,False,0.0009,Room Temp
B0006,160,1.72754,2.0,0.86377,21.36,248.95,115.14,78.44,0.4922,6.3919,236,False,0.0009,Room Temp
B0006,161,1.71565,2.0,0.85783,24.68,237.85,115.53,74.47,0.4956,6.3479,235,False,0.0009,Room Temp
B0006,162,1.73595,2.0,0.86798,24.26,253.84,113.5,79.2,0.5097,6.423,234,False,0.0009,Room Temp
B0006,163,1.72922,2.0,0.86461,27.18,255.28,116.8,74.51,0.501,6.3981,233,False,0.0009,Room Temp
B0006,164,1.72457,2.0,0.86229,24.23,243.03,123.1,80.64,0.4921,6.3809,232,False,0.0009,Room Temp
B0006,165,1.72458,2.0,0.86229,23.47,243.6,116.1,78.12,0.4748,6.3809,231,False,0.0009,Room Temp
B0006,166,1.72512,2.0,0.86256,23.61,239.6,113.3,76.8,0.4981,6.383,230,False,0.0009,Room Temp
B0006,167,1.72535,2.0,0.86268,20.66,248.62,111.24,79.81,0.4925,6.3838,229,False,0.0009,Room Temp
B0006,168,1.7186,2.0,0.8593,27.31,248.34,111.59,76.17,0.5071,6.3588,228,False,0.0009,Room Temp
B0007,1,1.99455,2.0,0.99728,25.39,149.68,119.65,94.09,0.2851,7.3798,444,False,0.0008,Room Temp
B0007,2,1.98199,2.0,0.99099,25.57,149.69,118.78,87.63,0.2968,7.3334,443,False,0.0008,Room Temp
B0007,3,2.00799,2.0,1.004,25.6,158.04,115.87,88.06,0.2877,7.4296,442,False,0.0008,Room Temp
B0007,4,1.98714,2.0,0.99357,25.91,157.28,119.14,89.38,0.3077,7.3524,441,False,0.0008,Room Temp
B0007,5,1.99365,2.0,0.99683,25.53,146.76,120.8,91.58,0.2894,7.3765,440,False,0.0008,Room Temp
B0007,6,1.99603,2.0,0.99801,29.63,159.83,121.12,88.35,0.3215,7.3853,439,False,0.0008,Room Temp
B0007,7,1.99251,2.0,0.99626,24.39,149.57,120.51,92.59,0.3036,7.3723,438,False,0.0008,Room Temp
B0007,8,1.99494,2.0,0.99747,23.53,157.98,120.76,87.87,0.3191,7.3813,437,False,0.0008,Room Temp
B0007,9,1.97772,2.0,0.98886,22.73,154.83,120.56,86.62,0.3202,7.3176,436,False,0.0008,Room Temp
B0007,10,1.98864,2.0,0.99432,22.59,146.62,119.39,88.6,0.2944,7.358,435,False,0.0008,Room Temp
B0007,11,1.97957,2.0,0.98979,19.99,149.84,118.78,90.35,0.2927,7.3244,434,False,0.0008,Room Temp
B0007,12,1.99432,2.0,0.99716,20.18,159.17,119.24,91.46,0.3191,7.379,433,False,0.0008,Room Temp
B0007,13,1.98842,2.0,0.99421,23.23,151.38,124.09,89.25,0.305,7.3572,432,False,0.0008,Room Temp
B0007,14,1.9876,2.0,0.9938,21.94,158.9,118.04,89.18,0.3185,7.3541,431,False,0.0008,Room Temp
B0007,15,1.96414,2.0,0.98207,22.44,163.89,122.12,88.26,0.3302,7.2673,430,False,0.0008,Room Temp
B0007,16,1.97221,2.0,0.9861,26.71,161.85,120.28,91.04,0.3159,7.2972,429,False,0.0008,Room Temp
B0007,17,1.98545,2.0,0.99273,20.94,164.68,118.66,88.86,0.3105,7.3462,428,False,0.0008,Room Temp
B0007,18,1.96777,2.0,0.98388,21.92,155.27,119.1,90.47,0.3126,7.2807,427,False,0.0008,Room Temp
B0007,19,1.97229,2.0,0.98615,21.81,154.37,124.98,87.28,0.3253,7.2975,426,False,0.0008,Room Temp
B0007,20,1.96631,2.0,0.98316,24.0,167.36,123.31,88.26,0.3308,7.2753,425,False,0.0008,Room Temp
B0007,21,1.96623,2.0,0.98312,24.68,167.87,119.51,89.72,0.3521,7.2751,424,False,0.0008,Room Temp
B0007,22,1.96816,2.0,0.98408,24.62,156.35,111.63,89.34,0.3118,7.2822,423,False,0.0008,Room Temp
B0007,23,1.95942,2.0,0.97971,24.49,164.08,122.77,88.35,0.3207,7.2498,422,False,0.0008,Room Temp
B0007,24,1.96989,2.0,0.98494,23.57,166.51,118.12,87.35,0.3339,7.2886,421,False,0.0008,Room Temp
B0007,25,1.9605,2.0,0.98025,24.96,164.81,113.9,87.36,0.3376,7.2538,420,False,0.0008,Room Temp
B0007,26,1.95645,2.0,0.97823,23.51,169.94,117.21,84.95,0.3383,7.2389,419,False,0.0008,Room Temp
B0007,27,1.95339,2.0,0.97669,22.07,163.0,120.78,87.88,0.3291,7.2275,418,False,0.0008,Room Temp
B0007,28,1.97021,2.0,0.9851,23.31,167.37,118.03,86.97,0.3289,7.2898,417,False,0.0008,Room Temp
B0007,29,1.9503,2.0,0.97515,24.72,180.01,117.11,86.93,0.3594,7.2161,416,False,0.0008,Room Temp
B0007,30,1.95574,2.0,0.97787,24.53,175.05,112.06,83.23,0.3451,7.2362,415,False,0.0008,Room Temp
B0007,31,1.95979,2.0,0.97989,20.87,149.8,121.11,88.68,0.2887,7.2512,414,False,0.0008,Room Temp
B0007,32,1.94157,2.0,0.97078,22.06,167.43,117.24,88.36,0.3063,7.1838,413,False,0.0008,Room Temp
B0007,33,1.94104,2.0,0.97052,21.75,165.82,117.5,88.94,0.313,7.1818,412,False,0.0008,Room Temp
B0007,34,1.9467,2.0,0.97335,25.12,181.02,117.76,88.25,0.344,7.2028,411,False,0.0008,Room Temp
B0007,35,1.92564,2.0,0.96282,25.69,173.0,122.42,83.91,0.3512,7.1249,410,False,0.0008,Room Temp
B0007,36,1.95817,2.0,0.97909,24.84,173.99,119.4,84.98,0.3615,7.2452,409,False,0.0008,Room Temp
B0007,37,1.93678,2.0,0.96839,25.01,165.6,115.51,90.03,0.3277,7.1661,408,False,0.0008,Room Temp
B0007,38,1.95174,2.0,0.97587,23.84,163.4,121.95,86.65,0.3338,7.2214,407,False,0.0008,Room Temp
B0007,39,1.93877,2.0,0.96938,20.91,170.52,125.67,88.23,0.3405,7.1734,406,False,0.0008,Room Temp
B0007,40,1.94562,2.0,0.97281,24.42,175.55,115.91,88.02,0.3615,7.1988,405,False,0.0008,Room Temp
B0007,41,1.92878,2.0,0.96439,26.85,177.56,116.27,88.79,0.3523,7.1365,404,False,0.0008,Room Temp
B0007,42,1.93999,2.0,0.97,23.42,174.2,120.58,87.88,0.3284,7.178,403,False,0.0008,Room Temp
B0007,43,1.9234,2.0,0.9617,25.86,177.37,117.28,83.84,0.3439,7.1166,402,False,0.0008,Room Temp
B0007,44,1.91465,2.0,0.95733,23.8,173.16,115.82,86.02,0.35,7.0842,401,False,0.0008,Room Temp
B0007,45,1.94603,2.0,0.97301,20.98,179.17,122.11,86.01,0.3604,7.2003,400,False,0.0008,Room Temp
B0007,46,1.92408,2.0,0.96204,24.37,185.59,120.68,87.6,0.3669,7.1191,399,False,0.0008,Room Temp
B0007,47,1.91432,2.0,0.95716,23.58,183.73,114.13,84.03,0.3687,7.083,398,False,0.0008,Room Temp
B0007,48,1.91678,2.0,0.95839,22.41,174.78,114.65,84.31,0.3566,7.0921,397,False,0.0008,Room Temp
B0007,49,1.91266,2.0,0.95633,20.8,172.41,120.89,85.68,0.3402,7.0768,396,False,0.0008,Room Temp
B0007,50,1.92193,2.0,0.96097,20.51,178.28,119.98,85.67,0.3666,7.1112,395,False,0.0008,Room Temp
B0007,51,1.91102,2.0,0.95551,26.26,184.08,117.66,85.96,0.3671,7.0708,394,False,0.0008,Room Temp
B0007,52,1.92827,2.0,0.96413,21.85,174.8,122.03,85.58,0.3586,7.1346,393,False,0.0008,Room Temp
B0007,53,1.93057,2.0,0.96528,23.2,184.24,115.5,88.39,0.3705,7.1431,392,False,0.0008,Room Temp
B0007,54,1.91922,2.0,0.95961,22.71,172.55,120.3,82.24,0.3419,7.1011,391,False,0.0008,Room Temp
B0007,55,1.92144,2.0,0.96072,24.38,193.2,121.9,85.16,0.3867,7.1093,390,False,0.0008,Room Temp
B0007,56,1.912,2.0,0.956,20.84,175.1,117.0,81.97,0.3507,7.0744,389,False,0.0008,Room Temp
B0007,57,1.90886,2.0,0.95443,20.65,182.21,120.78,86.35,0.3612,7.0628,388,False,0.0008,Room Temp
B0007,58,1.91405,2.0,0.95703,25.36,187.97,116.24,86.69,0.3879,7.082,387,False,0.0008,Room Temp
B0007,59,1.90302,2.0,0.95151,28.2,187.81,118.64,84.29,0.3778,7.0412,386,False,0.0008,Room Temp
B0007,60,1.89233,2.0,0.94616,22.91,179.23,118.79,87.14,0.3649,7.0016,385,False,0.0008,Room Temp
B0007,61,1.88577,2.0,0.94288,28.08,192.98,115.96,85.17,0.3877,6.9773,384,False,0.0008,Room Temp
B0007,62,1.89789,2.0,0.94894,24.4,184.64,117.26,84.03,0.3549,7.0222,383,False,0.0008,Room Temp
B0007,63,1.90286,2.0,0.95143,25.17,191.78,121.0,86.28,0.3782,7.0406,382,False,0.0008,Room Temp
B0007,64,1.90689,2.0,0.95345,21.28,180.64,115.71,87.97,0.3707,7.0555,381,False,0.0008,Room Temp
B0007,65,1.90256,2.0,0.95128,26.14,187.18,119.58,85.36,0.3828,7.0395,380,False,0.0008,Room Temp
B0007,66,1.89622,2.0,0.94811,23.23,191.38,121.07,83.99,0.3822,7.016,379,False,0.0008,Room Temp
B0007,67,1.88715,2.0,0.94358,19.0,185.21,120.13,85.45,0.3509,6.9825,378,False,0.0008,Room Temp
B0007,68,1.8913,2.0,0.94565,19.56,192.32,115.11,87.62,0.3941,6.9978,377,False,0.0008,Room Temp
B0007,69,1.88539,2.0,0.94269,21.73,190.43,115.75,85.05,0.376,6.9759,376,False,0.0008,Room Temp
B0007,70,1.87683,2.0,0.93841,19.54,187.78,116.47,83.35,0.3825,6.9443,375,False,0.0008,Room Temp
B0007,71,1.89895,2.0,0.94948,23.45,190.24,119.98,82.74,0.3827,7.0261,374,False,0.0008,Room Temp
B0007,72,1.89247,2.0,0.94624,25.36,185.15,116.1,83.4,0.3713,7.0021,373,False,0.0008,Room Temp
B0007,73,1.89039,2.0,0.9452,26.99,194.92,116.86,87.37,0.3928,6.9944,372,False,0.0008,Room Temp
B0007,74,1.89518,2.0,0.94759,24.58,189.31,114.43,82.18,0.3852,7.0122,371,False,0.0008,Room Temp
B0007,75,1.89304,2.0,0.94652,27.7,203.65,121.88,84.03,0.3957,7.0042,370,False,0.0008,Room Temp
B0007,76,1.88882,2.0,0.94441,24.84,197.14,119.49,85.64,0.4071,6.9886,369,False,0.0008,Room Temp
B0007,77,1.89088,2.0,0.94544,25.09,201.74,119.91,84.17,0.411,6.9962,368,False,0.0008,Room Temp
B0007,78,1.86786,2.0,0.93393,26.11,193.36,118.88,82.36,0.3922,6.9111,367,False,0.0008,Room Temp
B0007,79,1.87724,2.0,0.93862,20.81,195.68,116.42,86.24,0.3914,6.9458,366,False,0.0008,Room Temp
B0007,80,1.87917,2.0,0.93959,22.08,192.76,116.81,86.28,0.4023,6.9529,365,False,0.0008,Room Temp
B0007,81,1.86807,2.0,0.93403,26.15,190.34,114.44,82.15,0.3671,6.9119,364,False,0.0008,Room Temp
B0007,82,1.86034,2.0,0.93017,24.83,199.12,119.04,85.1,0.4009,6.8833,363,False,0.0008,Room Temp
B0007,83,1.87678,2.0,0.93839,23.86,193.7,121.33,83.28,0.378,6.9441,362,False,0.0008,Room Temp
B0007,84,1.86859,2.0,0.9343,22.17,196.12,119.06,84.78,0.3833,6.9138,361,False,0.0008,Room Temp
B0007,85,1.86462,2.0,0.93231,26.15,206.06,124.19,86.27,0.4236,6.8991,360,False,0.0008,Room Temp
B0007,86,1.85592,2.0,0.92796,25.53,203.17,116.19,83.85,0.4158,6.8669,359,False,0.0008,Room Temp
B0007,87,1.86954,2.0,0.93477,22.24,203.8,116.13,84.56,0.4046,6.9173,358,False,0.0008,Room Temp
B0007,88,1.86229,2.0,0.93115,25.53,199.44,123.77,80.16,0.3929,6.8905,357,False,0.0008,Room Temp
B0007,89,1.86551,2.0,0.93276,25.17,204.3,117.81,84.77,0.4063,6.9024,356,False,0.0008,Room Temp
B0007,90,1.87221,2.0,0.9361,25.68,210.38,115.18,84.09,0.4178,6.9272,355,False,0.0008,Room Temp
B0007,91,1.85153,2.0,0.92576,24.72,202.78,119.74,81.18,0.4227,6.8507,354,False,0.0008,Room Temp
B0007,92,1.85092,2.0,0.92546,24.44,209.69,116.05,85.0,0.4071,6.8484,353,False,0.0008,Room Temp
B0007,93,1.86822,2.0,0.93411,24.03,202.85,117.13,85.69,0.3999,6.9124,352,False,0.0008,Room Temp
B0007,94,1.84912,2.0,0.92456,23.56,199.98,123.2,82.08,0.4083,6.8417,351,False,0.0008,Room Temp
B0007,95,1.85531,2.0,0.92765,22.03,204.61,120.18,83.11,0.4211,6.8646,350,False,0.0008,Room Temp
B0007,96,1.86032,2.0,0.93016,25.84,207.51,114.67,82.49,0.417,6.8832,349,False,0.0008,Room Temp
B0007,97,1.85504,2.0,0.92752,19.66,202.95,118.3,82.92,0.4188,6.8636,348,False,0.0008,Room Temp
B0007,98,1.85256,2.0,0.92628,26.62,210.86,120.6,86.64,0.4348,6.8545,347,False,0.0008,Room Temp
B0007,99,1.83897,2.0,0.91949,23.49,207.07,119.05,84.13,0.4057,6.8042,346,False,0.0008,Room Temp
B0007,100,1.84678,2.0,0.92339,19.96,212.36,116.16,83.22,0.4216,6.8331,345,False,0.0008,Room Temp
B0007,101,1.85392,2.0,0.92696,18.32,203.71,117.49,82.52,0.4247,6.8595,344,False,0.0008,Room Temp
B0007,102,1.83618,2.0,0.91809,25.54,214.83,121.33,81.29,0.4223,6.7939,343,False,0.0008,Room Temp
B0007,103,1.85058,2.0,0.92529,24.85,205.1,116.14,84.05,0.4186,6.8471,342,False,0.0008,Room Temp
B0007,104,1.8349,2.0,0.91745,18.17,208.02,113.86,78.54,0.3877,6.7891,341,False,0.0008,Room Temp
B0007,105,1.84537,2.0,0.92269,24.26,212.18,121.85,84.32,0.4405,6.8279,340,False,0.0008,Room Temp
B0007,106,1.82625,2.0,0.91313,23.93,205.43,116.71,81.68,0.4171,6.7571,339,False,0.0008,Room Temp
B0007,107,1.83629,2.0,0.91814,25.25,219.21,124.01,82.0,0.429,6.7943,338,False,0.0008,Room Temp
B0007,108,1.83642,2.0,0.91821,22.4,220.28,116.7,81.51,0.4359,6.7948,337,False,0.0008,Room Temp
B0007,109,1.83873,2.0,0.91937,23.68,211.81,122.58,81.03,0.424,6.8033,336,False,0.0008,Room Temp
B0007,110,1.83674,2.0,0.91837,20.74,214.49,114.39,84.3,0.4193,6.7959,335,False,0.0008,Room Temp
B0007,111,1.8356,2.0,0.9178,26.21,223.56,118.29,82.14,0.4414,6.7917,334,False,0.0008,Room Temp
B0007,112,1.84036,2.0,0.92018,22.6,210.34,119.6,81.22,0.4112,6.8093,333,False,0.0008,Room Temp
B0007,113,1.81558,2.0,0.90779,23.03,216.23,117.96,83.6,0.4377,6.7177,332,False,0.0008,Room Temp
B0007,114,1.82414,2.0,0.91207,23.6,220.48,121.18,82.34,0.4363,6.7493,331,False,0.0008,Room Temp
B0007,115,1.81627,2.0,0.90813,21.11,218.86,118.98,82.89,0.4364,6.7202,330,False,0.0008,Room Temp
B0007,116,1.83401,2.0,0.917,23.03,223.21,117.39,81.31,0.4524,6.7858,329,False,0.0008,Room Temp
B0007,117,1.82457,2.0,0.91229,24.71,221.46,117.25,86.88,0.4548,6.7509,328,False,0.0008,Room Temp
B0007,118,1.82562,2.0,0.91281,24.22,226.1,118.94,82.21,0.4492,6.7548,327,False,0.0008,Room Temp
